tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,dates
299940.0,2.0,3.0,1942.0,2008.0,0.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,14.0,3.0,1.0,0.0,5.0,0.0,13.0,2.0,29.0,82.0,44.0,229.0,65.0,4.5,2.0,2008.0,355
300000.0,2.0,3.0,2067.0,1986.0,1260.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21.0,3.0,1.0,3.0,17.0,2.0,13.0,8.0,42.0,55.0,72.0,348.0,106.0,7.0,3.0,2009.0,356
399500.0,2.0,3.0,2180.0,1975.0,0.0,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,68.0,15.0,16.0,16.0,59.0,7.0,39.0,21.0,52.0,65.0,82.0,322.0,107.0,2.0,3.0,2010.0,357
300000.0,2.0,4.0,1377.0,1987.0,1200.0,Apartment / Condo / Townhouse,Metal,Shake Shingle,1.0,18.0,0.0,1.0,2.0,27.0,0.0,9.0,5.0,35.0,76.0,48.0,327.0,99.0,3.0,3.0,2016.0,358
370000.0,3.0,1.0,874.0,1921.0,11325.0,Single-Family,Asbestos shingle,Composition Shingle,1.0,111.0,12.0,8.0,14.0,91.0,2.0,31.0,12.0,42.0,81.0,76.0,343.0,104.0,4.0,3.0,2015.0,359
200000.0,3.0,1.0,876.0,1950.0,9047.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,24.0,6.0,0.0,5.0,24.0,4.0,17.0,22.0,40.0,85.0,25.0,286.0,87.0,5.0,3.0,2015.0,360
455000.0,3.0,1.0,884.0,1952.0,10001.0,Single-Family,Asbestos shingle,Composition Shingle,1.0,106.0,7.0,15.0,21.0,239.0,5.0,58.0,23.0,29.0,75.0,45.0,392.0,119.0,8.0,3.0,2005.0,361
285000.0,3.0,1.0,943.0,1950.0,0.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,8.0,1.0,0.0,3.0,9.0,2.0,10.0,9.0,35.0,29.0,73.0,223.0,68.0,4.0,3.0,2009.0,362
433150.0,3.0,1.0,948.0,1951.0,7254.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,29.0,3.0,3.0,2.0,24.0,1.0,15.0,4.0,44.0,72.0,42.0,286.0,87.0,4.0,3.0,2005.0,363
225000.0,3.0,1.0,1008.0,1956.0,7274.0,Single-Family,Siding (Alum/Vinyl),Asphalt,,41.0,6.0,3.0,2.0,33.0,1.0,19.0,3.0,33.0,81.0,19.0,329.0,65.0,3.0,3.0,2015.0,364
297000.0,3.0,1.0,1024.0,1950.0,1245.0,Apartment / Condo / Townhouse,Brick,,,85.0,9.0,19.0,18.0,65.0,9.0,35.0,44.0,32.0,48.0,47.0,278.0,92.0,4.0,3.0,2012.0,365
204000.0,3.0,1.0,1102.0,1984.0,0.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,47.0,7.0,2.0,3.0,34.0,3.0,32.0,28.0,29.0,48.0,29.0,247.0,63.0,3.0,3.0,2008.0,366
209400.0,3.0,1.0,1120.0,1975.0,3994.0,Single-Family,Wood,Asbestos,1.0,36.0,2.0,1.0,6.0,22.0,8.0,18.0,21.0,28.0,80.0,22.0,258.0,78.0,5.0,3.0,2011.0,367
306000.0,3.0,1.0,1140.0,1984.0,1306.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,63.0,5.0,5.0,6.0,35.0,4.0,40.0,14.0,30.0,50.0,45.0,225.0,68.0,6.0,3.0,2006.0,368
375000.0,3.0,1.0,1204.0,1956.0,11325.0,Single-Family,Brick,Composition Shingle,1.0,4.0,1.0,0.0,0.0,12.0,1.0,3.0,6.0,39.0,83.0,43.0,340.0,103.0,6.0,3.0,2015.0,369
397555.0,3.0,1.0,1210.0,1977.0,1398.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Other,1.0,31.0,4.0,3.0,4.0,24.0,2.0,20.0,15.0,37.0,50.0,63.0,307.0,93.0,8.0,3.0,2005.0,370
325000.0,3.0,1.0,1211.0,1954.0,16117.0,Single-Family,Brick,Composition Shingle,1.0,97.0,15.0,12.0,6.0,118.0,3.0,52.0,13.0,30.0,88.0,40.0,336.0,102.0,3.0,3.0,2011.0,371
375000.0,3.0,1.0,1220.0,1981.0,1260.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18.0,2.0,0.0,3.0,19.0,3.0,9.0,12.0,39.0,64.0,81.0,307.0,93.0,6.0,3.0,2006.0,372
523000.0,3.0,1.0,1220.0,1987.0,2325.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,63.0,3.0,5.0,4.0,34.0,4.0,29.0,8.0,34.0,76.0,54.0,225.0,68.0,8.0,3.0,2016.0,373
274500.0,3.0,1.0,1224.0,1947.0,3600.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,80.0,12.0,6.0,16.0,38.0,10.0,52.0,22.0,32.0,43.0,63.0,303.0,92.0,5.0,3.0,2010.0,374
368000.0,3.0,1.0,1260.0,1951.0,10267.0,Single-Family,Brick,Composition Shingle,1.0,4.0,2.0,1.0,0.0,9.0,2.0,2.0,1.0,43.0,84.0,70.0,395.0,120.0,6.0,3.0,2015.0,375
330000.0,3.0,1.0,1280.0,1970.0,1420.0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,20.0,2.0,1.0,3.0,16.0,6.0,15.0,14.0,33.0,57.0,41.0,238.0,72.0,7.0,3.0,2005.0,376
300000.0,3.0,1.0,1280.0,1984.0,1375.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,98.0,13.0,9.0,11.0,99.0,6.0,56.0,31.0,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2010.0,377
275000.0,3.0,1.0,1280.0,1984.0,1598.0,Apartment / Condo / Townhouse,Brick,,,51.0,10.0,4.0,4.0,85.0,4.0,33.0,9.0,35.0,52.0,42.0,167.0,47.0,4.0,3.0,2005.0,378
340000.0,3.0,1.0,1280.0,1985.0,1398.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,69.0,14.0,2.0,8.0,56.0,1.0,50.0,25.0,40.0,68.0,63.0,274.0,83.0,5.0,3.0,2005.0,379
497650.0,3.0,1.0,1286.0,1947.0,8276.0,Single-Family,Wood Siding,Composition Shingle,,47.0,9.0,2.0,4.0,45.0,4.0,30.0,31.0,40.0,54.0,80.0,540.0,187.0,9.0,3.0,2004.0,380
490000.0,3.0,1.0,1301.0,1950.0,51400.0,Single-Family,Stucco,Composition Shingle,1.0,77.0,8.0,7.0,17.0,83.0,6.0,38.0,24.0,38.0,87.0,78.0,548.0,167.0,9.0,3.0,2016.0,381
295000.0,3.0,1.0,1302.0,1972.0,0.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,63.0,4.0,5.0,5.0,38.0,4.0,42.0,12.0,30.0,46.0,36.0,179.0,54.0,7.0,3.0,2005.0,382
650000.0,3.0,1.0,1309.0,1952.0,7540.0,Single-Family,Brick veneer,Composition Shingle,1.0,51.0,7.0,7.0,9.0,44.0,5.0,21.0,31.0,30.0,65.0,81.0,511.0,177.0,9.0,3.0,2012.0,383
580000.0,3.0,1.0,1323.0,1920.0,3674.0,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,62.0,9.0,9.0,11.0,68.0,7.0,41.0,38.0,37.0,41.0,53.0,526.0,174.0,3.0,3.0,2010.0,384
330000.0,3.0,1.0,1368.0,1994.0,1340.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18.0,2.0,0.0,0.0,23.0,1.0,11.0,7.0,40.0,68.0,50.0,291.0,88.0,4.5,2.0,2013.0,385
299990.0,3.0,1.0,1382.0,1985.0,1995.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,9.0,1.0,0.0,3.0,8.0,0.0,15.0,5.0,28.0,85.0,31.0,241.0,73.0,6.0,3.0,2007.0,386
389900.0,3.0,1.0,1404.0,1956.0,11761.0,Single-Family,Brick,Composition Shingle,1.0,3.0,1.0,0.0,0.0,15.0,1.0,1.0,6.0,33.0,62.0,44.0,348.0,106.0,6.0,3.0,2013.0,387
430000.0,3.0,1.0,1506.0,1981.0,1746.0,Apartment / Condo / Townhouse,Wood,Metal,1.0,8.0,1.0,0.0,1.0,12.0,0.0,4.0,10.0,48.0,66.0,85.0,404.0,123.0,7.0,3.0,2004.0,388
482413.0,3.0,1.0,1520.0,1995.0,1400.0,Single-Family,Brick,Composition Shingle,1.0,67.0,3.0,11.0,9.0,123.0,6.0,51.0,12.0,38.0,81.0,65.0,377.0,114.0,3.0,3.0,2005.0,389
325000.0,3.0,1.0,1568.0,1954.0,14810.0,Single-Family,Siding (Alum/Vinyl),,,44.0,2.0,8.0,3.0,65.0,7.0,21.0,18.0,30.0,65.0,69.0,299.0,84.0,8.0,3.0,2005.0,390
500000.0,3.0,1.0,1618.0,1958.0,12196.0,Single-Family,Brick,Asphalt,1.0,46.0,7.0,5.0,6.0,60.0,2.0,41.0,10.0,40.0,83.0,82.0,372.0,123.0,1.0,3.0,2007.0,391
656500.0,3.0,1.0,1846.0,1954.0,6255.0,Single-Family,Brick veneer,Composition Shingle,1.0,109.0,17.0,6.0,15.0,91.0,6.0,32.0,25.0,38.0,76.0,85.0,522.0,181.0,9.0,3.0,2007.0,392
296000.0,3.0,1.0,1860.0,1995.0,1977.0,Single-Family,Brick,Composition Shingle,1.0,81.0,8.0,4.0,10.0,181.0,5.0,49.0,23.0,33.0,66.0,83.0,430.0,131.0,7.0,3.0,2000.0,393
399000.0,3.0,1.0,1928.0,1954.0,12632.0,Single-Family,Brick,Composition Shingle,1.0,60.0,13.0,4.0,2.0,46.0,3.0,34.0,8.0,31.0,91.0,17.0,351.0,107.0,3.0,3.0,2014.0,394
200000.0,3.0,1.0,2175.0,1940.0,9500.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,70.0,8.0,9.0,7.0,82.0,5.0,48.0,37.0,36.0,81.0,80.0,771.0,224.0,9.0,3.0,1995.0,395
225870.0,3.0,1.0,2622.0,1995.0,3010.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,35.0,5.0,3.0,4.0,32.0,2.0,14.0,14.0,34.0,76.0,73.0,471.0,143.0,6.5,2.0,1995.0,396
359000.0,3.0,2.0,816.0,1948.0,3600.0,Single-Family,Brick,Composition Shingle,1.0,62.0,12.0,5.0,6.0,33.0,8.0,29.0,25.0,33.0,52.0,38.0,352.0,107.0,5.0,3.0,2012.0,397
349900.0,3.0,2.0,816.0,1949.0,3484.0,Apartment / Condo / Townhouse,Brick,shake-shingle,1.0,60.0,10.0,5.0,7.0,25.0,3.0,48.0,13.0,33.0,52.0,38.0,368.0,112.0,5.0,3.0,2007.0,398
255000.0,3.0,2.0,879.0,1950.0,9999.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,26.0,10.0,2.0,2.0,28.0,1.0,19.0,4.0,41.0,70.0,61.0,327.0,99.0,4.0,3.0,2009.0,399
255000.0,3.0,2.0,884.0,1964.0,3140.0,Single-Family,Metal,Composition Shingle,1.0,95.0,11.0,14.0,12.0,96.0,5.0,52.0,32.0,39.0,64.0,34.0,360.0,109.0,3.0,3.0,2012.0,400
232500.0,3.0,2.0,890.0,1954.0,25264.0,Single-Family,Siding (Alum/Vinyl),,1.0,39.0,5.0,4.0,1.0,41.0,0.0,11.0,2.0,40.0,75.0,47.0,233.0,66.0,5.0,3.0,2007.0,401
405000.0,3.0,2.0,922.0,1944.0,0.0,Apartment / Condo / Townhouse,Brick,,1.0,62.0,13.0,12.0,9.0,41.0,18.0,48.0,45.0,33.0,35.0,87.0,309.0,107.0,6.0,3.0,2014.0,402
429900.0,3.0,2.0,966.0,1980.0,5647.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,36.0,62.0,63.0,344.0,104.0,6.0,2.0,2005.0,403
249600.0,3.0,2.0,969.0,1988.0,1281.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,21.0,3.0,1.0,3.0,45.0,2.0,11.0,7.0,33.0,50.0,36.0,184.0,52.0,5.0,3.0,2005.0,404
299000.0,3.0,2.0,972.0,1964.0,21780.0,Single-Family,Brick,Composition Shingle,1.0,38.0,8.0,3.0,6.0,47.0,1.0,31.0,9.0,42.0,76.0,25.0,336.0,102.0,4.0,3.0,2011.0,405
246700.0,3.0,2.0,997.0,1984.0,1119.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,30.0,10.0,1.0,1.0,19.0,3.0,12.0,3.0,32.0,45.0,47.0,245.0,74.0,3.0,3.0,2012.0,406
360000.0,3.0,2.0,1009.0,1959.0,8925.0,Single-Family,Brick,Composition Shingle,1.0,96.0,7.0,15.0,13.0,84.0,6.0,57.0,15.0,45.0,61.0,42.0,351.0,107.0,4.0,3.0,2012.0,407
349900.0,3.0,2.0,1036.0,1954.0,3598.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,32.0,12.0,2.0,3.0,35.0,1.0,28.0,8.0,31.0,89.0,26.0,278.0,85.0,4.0,3.0,2007.0,408
280000.0,3.0,2.0,1040.0,2013.0,14810.0,Single-Family,Siding (Alum/Vinyl),,1.0,28.0,5.0,2.0,0.0,14.0,1.0,22.0,6.0,40.0,47.0,5.0,211.0,59.0,3.5,2.0,2005.0,409
350000.0,3.0,2.0,1060.0,1983.0,1341.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,28.0,6.0,1.0,1.0,20.0,0.0,17.0,13.0,39.0,70.0,52.0,308.0,94.0,8.0,3.0,2014.0,410
339500.0,3.0,2.0,1064.0,1988.0,0.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,32.0,3.0,0.0,7.0,86.0,3.0,26.0,10.0,35.0,69.0,80.0,180.0,55.0,9.0,3.0,2006.0,411
320000.0,3.0,2.0,1084.0,1967.0,0.0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,119.0,6.0,21.0,23.0,302.0,6.0,98.0,35.0,36.0,42.0,67.0,274.0,83.0,8.0,3.0,2005.0,412
299000.0,3.0,2.0,1092.0,1958.0,10545.0,Single-Family,Brick,Composition Shingle,1.0,26.0,1.0,3.0,3.0,56.0,1.0,15.0,4.0,37.0,70.0,36.0,344.0,105.0,3.0,3.0,2010.0,413
305000.0,3.0,2.0,1092.0,1958.0,10724.0,Single-Family,Brick,Composition Shingle,1.0,22.0,5.0,1.0,1.0,16.0,1.0,6.0,11.0,37.0,61.0,56.0,319.0,97.0,5.0,3.0,2008.0,414
325900.0,3.0,2.0,1100.0,1984.0,915.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,19.0,1.0,0.0,3.0,17.0,0.0,8.0,11.0,42.0,56.0,81.0,286.0,87.0,6.0,3.0,2012.0,415
310000.0,3.0,2.0,1102.0,1956.0,2016.0,Apartment / Condo / Townhouse,Brick,Asphalt,1.0,58.0,9.0,9.0,10.0,60.0,10.0,35.0,45.0,32.0,78.0,83.0,406.0,134.0,3.0,3.0,2004.0,416
358000.0,3.0,2.0,1104.0,1990.0,1050.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,40.0,4.0,4.0,2.0,31.0,4.0,13.0,9.0,35.0,49.0,84.0,323.0,98.0,6.5,2.0,2013.0,417
200750.0,3.0,2.0,1131.0,1977.0,0.0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,38.0,2.0,3.0,5.0,64.0,2.0,65.0,18.0,40.0,75.0,57.0,249.0,76.0,9.0,3.0,2008.0,418
257600.0,3.0,2.0,1144.0,1973.0,1502.0,Apartment / Condo / Townhouse,Stucco,Composition Shingle,1.0,21.0,3.0,1.0,5.0,13.0,3.0,13.0,13.0,41.0,73.0,60.0,258.0,78.0,5.0,3.0,2004.0,419
280000.0,3.0,2.0,1152.0,1963.0,8712.0,Single-Family,,Composition Shingle,,25.0,7.0,1.0,0.0,15.0,2.0,22.0,12.0,35.0,69.0,25.0,310.0,80.0,3.0,3.0,2013.0,420
258000.0,3.0,2.0,1178.0,1979.0,1398.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,83.0,66.0,295.0,89.0,9.0,3.0,2011.0,421
415000.0,3.0,2.0,1200.0,1949.0,5227.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,22.0,10.0,1.0,3.0,29.0,1.0,17.0,2.0,41.0,70.0,61.0,368.0,112.0,4.0,3.0,2014.0,422
339000.0,3.0,2.0,1200.0,1953.0,8745.0,Single-Family,Brick,asphalt,1.0,65.0,14.0,5.0,2.0,49.0,3.0,40.0,10.0,29.0,85.0,36.0,359.0,109.0,3.0,3.0,2009.0,423
249000.0,3.0,2.0,1200.0,1953.0,9069.0,Single-Family,Brick,Composition Shingle,1.0,65.0,14.0,5.0,2.0,49.0,3.0,40.0,10.0,29.0,85.0,36.0,368.0,112.0,3.0,3.0,2001.0,424
500000.0,3.0,2.0,1208.0,1972.0,11761.0,Single-Family,Metal,Composition Shingle,1.0,14.0,1.0,0.0,0.0,7.0,1.0,4.0,6.0,43.0,90.0,69.0,353.0,107.0,8.0,3.0,2005.0,425
345000.0,3.0,2.0,1211.0,1954.0,10781.0,Single-Family,Brick,Composition Shingle,1.0,70.0,13.0,7.0,4.0,71.0,3.0,40.0,13.0,30.0,88.0,40.0,397.0,121.0,3.0,3.0,2012.0,426
280000.0,3.0,2.0,1214.0,2001.0,2178.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,14.0,2.0,3.0,4.0,19.0,1.0,8.0,12.0,32.0,67.0,70.0,347.0,89.0,3.0,3.0,2003.0,427
285000.0,3.0,2.0,1220.0,1982.0,2448.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,33.0,58.0,44.0,278.0,84.0,6.0,2.0,2008.0,428
439900.0,3.0,2.0,1220.0,1983.0,2178.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,21.0,4.0,1.0,5.0,16.0,1.0,18.0,11.0,34.0,66.0,72.0,359.0,109.0,8.0,3.0,2006.0,429
428000.0,3.0,2.0,1220.0,1984.0,1519.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,33.0,5.0,3.0,5.0,22.0,1.0,21.0,12.0,34.0,36.0,86.0,364.0,111.0,8.0,3.0,2014.0,430
417000.0,3.0,2.0,1220.0,1984.0,1520.0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,33.0,5.0,3.0,5.0,22.0,1.0,21.0,12.0,34.0,36.0,86.0,368.0,112.0,8.0,3.0,2014.0,431
410000.0,3.0,2.0,1220.0,1985.0,1981.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,72.0,14.0,2.0,9.0,58.0,1.0,51.0,26.0,40.0,68.0,63.0,327.0,99.0,5.0,3.0,2006.0,432
525000.0,3.0,2.0,1224.0,1942.0,7000.0,Single-Family,Stucco,Composition Shingle,1.0,15.0,1.0,0.0,4.0,11.0,2.0,13.0,10.0,46.0,54.0,73.0,430.0,131.0,4.0,3.0,2005.0,433
392000.0,3.0,2.0,1225.0,1954.0,16117.0,Single-Family,Combination,,1.0,111.0,10.0,10.0,12.0,90.0,7.0,74.0,23.0,42.0,58.0,42.0,341.0,118.0,7.0,3.0,2013.0,434
252500.0,3.0,2.0,1228.0,1987.0,2012.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,53.0,4.0,7.0,4.0,77.0,1.0,35.0,10.0,31.0,73.0,26.0,209.0,59.0,4.0,3.0,2004.0,435
375000.0,3.0,2.0,1232.0,1973.0,2639.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,16.0,6.0,1.0,3.0,26.0,0.0,3.0,6.0,33.0,82.0,47.0,254.0,77.0,3.0,3.0,2005.0,436
375000.0,3.0,2.0,1232.0,1980.0,1540.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,11.0,2.0,0.0,4.0,7.0,2.0,5.0,7.0,39.0,87.0,73.0,315.0,96.0,8.0,1.0,2006.0,437
378000.0,3.0,2.0,1240.0,1982.0,1306.0,Apartment / Condo / Townhouse,Metal,Composition Shingle,1.0,76.0,10.0,11.0,9.0,89.0,4.0,51.0,30.0,39.0,64.0,34.0,335.0,102.0,5.0,3.0,2009.0,438
485000.0,3.0,2.0,1254.0,1951.0,10737.0,Single-Family,Brick,Other,1.0,12.0,2.0,0.0,7.0,6.0,0.0,0.0,5.0,47.0,66.0,62.0,457.0,139.0,5.0,3.0,2012.0,439
445900.0,3.0,2.0,1258.0,2003.0,0.0,Apartment / Condo / Townhouse,Wood Siding,,,48.0,3.0,9.0,2.0,21.0,20.0,29.0,42.0,30.0,34.0,70.0,349.0,121.0,6.0,3.0,2009.0,440
335000.0,3.0,2.0,1260.0,1948.0,3598.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,54.0,10.0,4.0,7.0,22.0,2.0,25.0,11.0,33.0,52.0,38.0,376.0,114.0,5.0,3.0,2009.0,441
271000.0,3.0,2.0,1260.0,1962.0,27007.0,Single-Family,Combination,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,76.0,47.0,303.0,86.0,8.0,3.0,2013.0,442
399900.0,3.0,2.0,1267.0,1954.0,10519.0,Single-Family,Brick,Composition Shingle,1.0,30.0,5.0,2.0,3.0,21.0,1.0,11.0,7.0,44.0,79.0,47.0,409.0,124.0,4.0,3.0,2010.0,443
275000.0,3.0,2.0,1276.0,1955.0,11761.0,Single-Family,Brick,Composition Shingle,1.0,20.0,4.0,1.0,1.0,13.0,1.0,5.0,10.0,41.0,66.0,40.0,340.0,103.0,6.0,3.0,2010.0,444
333000.0,3.0,2.0,1280.0,1979.0,1999.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,24.0,5.0,1.0,1.0,19.0,0.0,16.0,13.0,36.0,75.0,64.0,311.0,94.0,9.0,3.0,2008.0,445
324000.0,3.0,2.0,1280.0,1985.0,1441.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,16.0,1.0,1.0,4.0,19.0,2.0,5.0,13.0,39.0,72.0,60.0,302.0,92.0,7.0,1.0,2011.0,446
440000.0,3.0,2.0,1285.0,1963.0,11761.0,Single-Family,Brick,Composition Shingle,1.0,6.0,1.0,1.0,0.0,22.0,0.0,4.0,6.0,39.0,80.0,44.0,399.0,121.0,7.0,2.0,2013.0,447
575000.0,3.0,2.0,1287.0,1945.0,14374.0,Single-Family,Metal,Shake Shingle,1.0,27.0,3.0,3.0,3.0,34.0,3.0,17.0,15.0,40.0,64.0,77.0,528.0,161.0,10.0,3.0,2016.0,448
275000.0,3.0,2.0,1296.0,1963.0,15681.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19.0,10.0,1.0,1.0,20.0,0.0,23.0,5.0,31.0,79.0,30.0,269.0,82.0,3.0,3.0,2009.0,449
425000.0,3.0,2.0,1304.0,1978.0,8616.0,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18.0,2.0,0.0,1.0,12.0,1.0,16.0,9.0,36.0,92.0,76.0,381.0,116.0,7.0,2.0,2014.0,450
295000.0,3.0,2.0,1304.0,1980.0,1446.0,Apartment / Condo / Townhouse,Wood,Composition Shingle,1.0,89.0,5.0,9.0,5.0,34.0,2.0,49.0,13.0,32.0,83.0,31.0,245.0,74.0,5.0,3.0,2005.0,451
319900.0,3.0,2.0,1320.0,1971.0,1400.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,10.0,2.0,0.0,1.0,10.0,3.0,5.0,7.0,46.0,78.0,77.0,295.0,90.0,7.0,3.0,2004.0,452
340000.0,3.0,2.0,1320.0,1972.0,1400.0,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,18.0,3.0,1.0,4.0,14.0,3.0,8.0,13.0,46.0,78.0,77.0,295.0,89.0,7.0,3.0,2012.0,453
258000.0,3.0,2.0,1320.0,1983.0,1650.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Asphalt,1.0,36.0,4.0,2.0,2.0,60.0,6.0,27.0,13.0,32.0,82.0,29.0,174.0,42.0,4.0,3.0,2005.0,454
370000.0,3.0,2.0,1320.0,1996.0,1599.0,Apartment / Condo / Townhouse,Brick,,1.0,71.0,8.0,10.0,5.0,99.0,1.0,52.0,12.0,31.0,73.0,26.0,242.0,68.0,4.0,3.0,2005.0,455
700000.0,3.0,2.0,1325.0,1939.0,7000.0,Single-Family,Stucco,,1.0,9.0,1.0,0.0,3.0,9.0,2.0,12.0,10.0,46.0,54.0,73.0,548.0,167.0,4.0,3.0,2005.0,456
200000.0,3.0,2.0,1330.0,1972.0,0.0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,32.0,1.0,0.0,3.0,27.0,6.0,19.0,25.0,47.0,51.0,77.0,211.0,64.0,7.0,3.0,2010.0,457
242990.0,3.0,2.0,1330.0,2010.0,0.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),,1.0,14.0,3.0,1.0,0.0,5.0,0.0,13.0,2.0,29.0,82.0,44.0,232.0,65.0,4.5,2.0,2010.0,458
320000.0,3.0,2.0,1331.0,1969.0,19166.0,Single-Family,Brick,Asphalt,1.0,73.0,13.0,3.0,6.0,57.0,2.0,51.0,22.0,34.0,71.0,55.0,344.0,104.0,5.0,3.0,2015.0,459
319950.0,3.0,2.0,1332.0,1995.0,2178.0,Apartment / Condo / Townhouse,,Asphalt,1.0,15.0,1.0,2.0,2.0,31.0,2.0,13.0,12.0,35.0,71.0,54.0,324.0,83.0,7.0,3.0,2007.0,460
250000.0,3.0,2.0,1332.0,2003.0,0.0,Single-Family,Brick,Composition Shingle,1.0,63.0,9.0,4.0,6.0,101.0,3.0,35.0,22.0,34.0,48.0,62.0,258.0,78.0,9.0,3.0,2011.0,461
235000.0,3.0,2.0,1334.0,1978.0,0.0,Apartment / Condo / Townhouse,,Composition Shingle,1.0,47.0,7.0,2.0,2.0,36.0,5.0,31.0,26.0,29.0,48.0,29.0,237.0,61.0,3.0,3.0,2014.0,462
211500.0,3.0,2.0,1338.0,1967.0,0.0,Apartment / Condo / Townhouse,Brick,Gravel/Rock,1.0,74.0,5.0,8.0,12.0,89.0,11.0,34.0,30.0,61.0,38.0,66.0,184.0,56.0,7.0,3.0,2012.0,463
350000.0,3.0,2.0,1340.0,1965.0,10497.0,Single-Family,Brick,Composition Shingle,1.0,6.0,1.0,0.0,1.0,6.0,0.0,12.0,8.0,38.0,80.0,49.0,389.0,118.0,8.0,3.0,2005.0,464
209900.0,3.0,2.0,1342.0,1970.0,2748.0,Apartment / Condo / Townhouse,Brick,,,30.0,1.0,5.0,2.0,40.0,0.0,18.0,6.0,37.0,60.0,54.0,202.0,57.0,4.0,3.0,2014.0,465
390000.0,3.0,2.0,1342.0,1985.0,1540.0,Apartment / Condo / Townhouse,Siding (Alum/Vinyl),Composition Shingle,1.0,12.0,2.0,0.0,2.0,12.0,3.0,10.0,9.0,35.0,55.0,71.0,344.0,105.0,6.0,3.0,2013.0,466
